"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"gene199",6.08128610692562e-27,1.87116495597711e-25,-117.203509311469,-183.599365200796,7,2,188.064741129805,0,0,FALSE
"gene200",3.57541095223872e-12,3.86530913755537e-11,-142.809361291943,-174.093856227076,7,2,432.791335275688,0,0,FALSE
"gene201",0.0719805615956234,0.124969793849622,-139.332842864175,-144.391464424998,7,2,318.415894307549,0,0,FALSE
"gene202",5.69934893677587e-30,2.27973957471035e-28,-111.536480946453,-185.055650758976,7,2,104.70028610073,0,0,FALSE
"gene203",2.48301603898802e-06,1.24290994295948e-05,-174.778045587213,-191.732281256308,7,2,1208.05676615298,0,0,FALSE
"gene204",0.931649196988007,0.943442224797982,-132.275636220282,-132.941424419538,7,2,267.341780016749,0,0,FALSE
"gene205",7.74913030816762e-22,1.63139585435108e-20,-103.016648287969,-157.361761085498,7,2,80.5592087018741,0,0,FALSE
"gene206",0.182572624548343,0.262117653718388,-151.391603728421,-155.168734044624,7,2,554.908601689728,0,0,FALSE
"gene207",0.62418036733793,0.691612595388289,-150.421611427286,-152.168992375945,7,2,465.70693945612,0,0,FALSE
"gene208",0.118434953365772,0.191175577705429,-113.4962363863,-117.883123476332,7,2,98.2200189611231,0,0,FALSE
"gene209",0.234258257460612,0.315499336647289,-142.128571022747,-145.539317181565,7,2,318.548724597601,0,0,FALSE
"gene210",0.905146231178413,0.928355108900936,-157.686773393303,-158.470544855469,7,2,782.13634090415,0,0,FALSE
"gene211",5.95550163108844e-06,2.83595315766116e-05,-175.126567161877,-191.123941687966,7,2,1403.11739477951,0,0,FALSE
"gene212",0.00630889215400303,0.0147576424655042,-108.851610879626,-116.949101080807,7,2,69.4249843665336,0,0,FALSE
"gene213",9.1211604092682e-05,0.00031725775336585,-179.506437160914,-192.481916360388,7,2,1510.32742329236,0,0,FALSE
"gene214",0.00184646113219296,0.00499043549241341,-156.629371061433,-166.176181095831,7,2,612.197064275419,0,0,FALSE
"gene215",0.176089244882744,0.256129810738536,-157.92392920693,-161.753167672862,7,2,744.418903093911,0,0,FALSE
"gene216",0.921153001814362,0.93518071250189,-147.117807095501,-147.832135705324,7,2,347.828316025303,0,0,FALSE
"gene217",0.0415919750465227,0.0756217728118594,-172.027382579764,-177.799612526148,7,2,1061.17355112674,0,0,FALSE
"gene218",0.000487759466418405,0.00143458666593648,-160.840195910717,-171.921150169403,7,2,644.642833657003,0,0,FALSE
"gene219",1.75933931919142e-24,4.69157151784379e-23,-145.160404480526,-205.753754681662,7,2,516.906024973324,0,0,FALSE
"gene220",0.0266530837434123,0.0515035434655311,-157.670922171716,-164.006976353953,7,2,601.444638703985,0,0,FALSE
"gene221",0.191687935248652,0.270613237058385,-140.026644626171,-143.733173288672,7,2,329.818319779585,0,0,FALSE
"gene222",0.192135398311453,0.270613237058385,-130.077534213908,-133.780672647249,7,2,223.780408784092,0,0,FALSE
"gene223",1.28211220646105e-07,8.40729315712167e-07,-131.301050988907,-151.46524574936,7,2,191.672432022796,0,0,FALSE
"gene224",0.000461654667890447,0.00137540831066907,-168.087321420326,-179.231026569019,7,2,964.005073642587,0,0,FALSE
"gene225",0.732173202098402,0.787283013009034,-161.135376932552,-162.530863417147,7,2,840.948540446897,0,0,FALSE
"gene226",0.129881630669716,0.202856447413549,-161.008694761743,-165.267935358329,7,2,670.391390250922,0,0,FALSE
"gene227",0.721428160556698,0.777820119198597,-128.035777287032,-129.466202480596,7,2,205.602479037629,0,0,FALSE
"gene228",0.0191658812424783,0.0383317624849567,-103.484703474813,-110.231587341855,7,2,61.4207164237246,0,0,FALSE
"gene229",0.13474349950404,0.208098068732109,-141.398643042533,-145.606715005844,7,2,307.315981062201,0,0,FALSE
"gene230",0.000624587029481585,0.00181039718690314,-184.225918595343,-195.024211410176,7,2,1826.68994370704,0,0,FALSE
"gene231",1.36364937676176e-06,7.27279667606274e-06,-155.66735038444,-173.274388139416,7,2,615.588812271606,0,0,FALSE
"gene232",0.0078332347578897,0.0176503979498794,-116.704779784389,-124.542688879596,7,2,125.257864541625,0,0,FALSE
"gene233",0.0133467999240554,0.0285493046503859,-140.55280656372,-147.744703580776,7,2,250.371999933885,0,0,FALSE
"gene234",0.485272564612149,0.556186320472377,-149.941364063634,-152.17129170615,7,2,570.486190308398,0,0,FALSE
"gene235",0.918647561454119,0.93518071250189,-154.529149390561,-155.254678846953,7,2,339.120300980542,0,0,FALSE
"gene236",2.50519986317583e-28,9.10981768427574e-27,-137.306927480569,-206.963071058639,7,2,365.790480150341,0,0,FALSE
"gene237",6.19274418921522e-05,0.000225190697789644,-150.475419711688,-163.88376229214,7,2,437.232518911101,0,0,FALSE
"gene238",0.276505710638548,0.36623272932258,-161.338104371357,-164.497039605576,7,2,770.84750925968,0,0,FALSE
"gene239",0.221638453653916,0.304657668252805,-153.259922462881,-156.753224730071,7,2,469.024868085146,0,0,FALSE
"gene240",4.89687254007462e-05,0.000184787643021684,-139.06357706982,-152.73364179239,7,2,293.767330495179,0,0,FALSE
"gene241",0.488549062472022,0.558341785682311,-134.267823501167,-136.485611797709,7,2,259.578114078323,0,0,FALSE
"gene242",5.58849835823908e-05,0.000206981420675522,-175.964658531932,-189.487515926644,7,2,1268.4094507665,0,0,FALSE
"gene243",2.44393108347539e-07,1.50395758983101e-06,-173.393932837929,-192.862990458731,7,2,1408.01733621061,0,0,FALSE
"gene244",0.601983858691558,0.670734104391708,-124.115654429762,-125.936769919325,7,2,159.117385489486,0,0,FALSE
"gene245",0.250747604281885,0.335448300042655,-151.709539259815,-155.017858310562,7,2,526.133053253875,0,0,FALSE
"gene246",0.00763762230900243,0.0173582325204601,-124.821517071636,-132.689836661745,7,2,151.356884565855,0,0,FALSE
"gene247",0.966651273679194,0.971508817768034,-146.064644822084,-146.538636173258,7,2,388.767943078067,0,0,FALSE
"gene248",0.866775420642012,0.895891907640323,-122.391158140204,-123.326342747057,7,2,148.302485775249,0,0,FALSE
"gene249",0.0136760365596748,0.0289439927188885,-141.803424586058,-148.965526040797,7,2,353.033350457042,0,0,FALSE
"gene250",0.0425443244003869,0.0770033020821483,-158.029942238194,-163.773158951099,7,2,652.975499610307,0,0,FALSE
"gene251",0.937144983707812,0.946611094654356,-167.914893747582,-168.554061932074,7,2,895.336433197388,0,0,FALSE
"gene252",0.414887041564651,0.49687070846066,-162.767377223956,-165.271449424776,7,2,712.617879621329,0,0,FALSE
"gene253",0.38935942010557,0.475082482360716,-152.46021354077,-155.071354427419,7,2,461.603175170198,0,0,FALSE
"gene254",0.367232804768543,0.453373833047584,-154.495281760689,-157.203335080519,7,2,443.184233988282,0,0,FALSE
"gene255",8.57586101513054e-05,0.00030357030142055,-154.558070048148,-167.602566079904,7,2,727.507313050404,0,0,FALSE
"gene256",0.224718399718234,0.307833424271553,-118.664321263955,-122.137116287934,7,2,111.498696706718,0,0,FALSE
"gene257",0.698328668097614,0.756995846176275,-132.787273452631,-134.292647591769,7,2,207.519365472485,0,0,FALSE
"gene258",0.810339506477315,0.848523043431743,-149.280865817325,-150.416971487314,7,2,412.681357570995,0,0,FALSE
"gene259",0.0782862685919823,0.133253223135289,-151.97649314728,-156.923642168359,7,2,541.690074985887,0,0,FALSE
"gene260",0.751329853779256,0.801418510697873,-168.414509664864,-169.747456001347,7,2,788.639958054586,0,0,FALSE
"gene261",0.124740624326376,0.198000990994248,-164.441415693246,-168.756674035576,7,2,802.423059182338,0,0,FALSE
"gene262",0.64549281752609,0.713251732073028,-141.167790416592,-142.845092256696,7,2,305.664039315423,0,0,FALSE
"gene263",0.00086714631824637,0.00245998955530885,-133.376604393168,-143.798292453721,7,2,230.894994719467,0,0,FALSE
"gene264",0.98085988260361,0.981046377542106,-162.837645694621,-163.206288298059,7,2,774.416952192805,0,0,FALSE
"gene265",6.56446056347356e-05,0.000236557137422471,-149.573838650807,-162.917116073764,7,2,417.960611793645,0,0,FALSE
"gene266",0.00358212155967862,0.00889968089361147,-114.913390892548,-123.683270538705,7,2,110.03728651387,0,0,FALSE
"gene267",1.65034078860963e-07,1.04783542133945e-06,-113.675163833762,-133.567515585749,7,2,117.230296687079,0,0,FALSE
"gene268",0.370934633857192,0.455628445690514,-163.806447097941,-166.497997383368,7,2,879.853234660781,0,0,FALSE
"gene269",0.404871521023644,0.490753358816538,-160.808598918949,-163.354116608372,7,2,794.386903759116,0,0,FALSE
"gene270",0.099552582582414,0.16592097097069,-126.699900409659,-131.324162791242,7,2,168.475383231208,0,0,FALSE
"gene271",1.14368814226803e-05,4.91908878394851e-05,-110.239681086805,-125.519987207836,7,2,70.327137092877,0,0,FALSE
"gene272",0.242679400125771,0.325744161242645,-109.616481605996,-112.974193026647,7,2,109.198729334641,0,0,FALSE
"gene273",0.309616123814048,0.40181858561141,-144.664564520708,-147.647183521192,7,2,344.58310186219,0,0,FALSE
"gene274",3.61035332987676e-10,3.07264113181001e-09,-113.716387027188,-140.141426876698,7,2,96.2467891719046,0,0,FALSE
"gene275",0.338931667706876,0.42767402865221,-145.06341774156,-147.901896437337,7,2,296.586438528302,0,0,FALSE
"gene276",0.0187704378131978,0.0377295232426085,-141.509726910166,-148.282406671679,7,2,330.600877937198,0,0,FALSE
"gene277",0.420192704044672,0.500229409576991,-134.211307830509,-136.69370151552,7,2,231.818537218967,0,0,FALSE
"gene278",0.348451612956017,0.436768316744351,-135.950650443335,-138.744376907637,7,2,253.906231049423,0,0,FALSE
"gene279",0.508688125308928,0.578054687851055,-146.772040381845,-148.91622362099,7,2,342.837194441491,0,0,FALSE
"gene280",0.917386365287409,0.93518071250189,-163.514918910166,-164.246036158996,7,2,699.569357311491,0,0,FALSE
"gene281",0.000299643754051885,0.000964910229773547,-103.520263497562,-115.155525412184,7,2,57.1473650804272,0,0,FALSE
"gene282",0.00294034135215567,0.0076372502653394,-159.251329257574,-168.253750650813,7,2,636.073385646076,0,0,FALSE
"gene283",0.313728085058243,0.402215493664414,-183.708714190211,-186.670494159615,7,2,1328.91035518896,0,0,FALSE
"gene284",1.53625658205173e-09,1.20490712317783e-08,-135.255765867317,-160.146373042252,7,2,252.417830824523,0,0,FALSE
"gene285",0.000263893970647973,0.000872376762472638,-107.082950989915,-118.862206643754,7,2,77.8729271316431,0,0,FALSE
"gene286",7.74736222928825e-05,0.000276691508188866,-135.086401725396,-148.244557729271,7,2,249.60135414837,0,0,FALSE
"gene287",0.123912442290163,0.198000990994248,-148.170176315266,-152.494652949353,7,2,453.930673955494,0,0,FALSE
"gene288",0.444974417913351,0.518920603980584,-127.099432738408,-129.482925078161,7,2,164.430012478887,0,0,FALSE
"gene289",0.0516882950154987,0.0923005268133905,-132.5031186673,-137.995365541829,7,2,192.729655117467,0,0,FALSE
"gene290",0.442515069210158,0.517561484456325,-132.288408483022,-134.681551361499,7,2,192.366968315072,0,0,FALSE
"gene291",8.871027473105e-17,1.47850457885083e-15,-113.695461534019,-156.025398526344,7,2,116.90688818165,0,0,FALSE
"gene292",0.0150210175475172,0.0308123436872148,-120.093063470351,-127.140242786851,7,2,165.962422559763,0,0,FALSE
"gene293",0.389567635535787,0.475082482360716,-169.61289010984,-172.223138050421,7,2,1028.86687160575,0,0,FALSE
"gene294",0.118528858177366,0.191175577705429,-135.48293103119,-139.868726343569,7,2,316.75644517262,0,0,FALSE
"gene295",0.000404366212154675,0.00123470599131198,-162.334462857384,-173.629137341666,7,2,863.862047687126,0,0,FALSE
"gene296",0.320183695776237,0.409180441886565,-155.76277098815,-158.692260306299,7,2,516.2605891149,0,0,FALSE
"gene297",0.0135504710019774,0.0288307893659095,-116.546421181744,-123.719803505856,7,2,111.324403756421,0,0,FALSE
"gene298",0.293597737705756,0.387587772548853,-118.622786749985,-121.688723652229,7,2,125.520777606334,0,0,FALSE
"gene299",0.124593597288492,0.198000990994248,-90.9850720734877,-95.3019628938802,7,2,30.4856528656092,0,0,FALSE
"gene300",2.31953298825926e-08,1.68693308237037e-07,-154.83862227776,-176.837095152204,7,2,580.570007068126,0,0,FALSE
"gene301",0.429291991603291,0.507982424148955,-160.023139494323,-162.468780468293,7,2,487.624031648942,0,0,FALSE
"gene302",0.0254741125880521,0.0501586480811028,-108.598262627685,-114.991005266833,7,2,76.2617653965359,0,0,FALSE
"gene303",0.0133196583456829,0.0285493046503859,-154.761124939786,-161.95550986765,7,2,651.167311856249,0,0,FALSE
"gene304",0.205645590181019,0.287320237111246,-146.631877789184,-150.235730703616,7,2,416.331863652466,0,0,FALSE
"gene305",0.0258199597177926,0.050380409205449,-139.301957361306,-145.677814503748,7,2,427.825133005213,0,0,FALSE
"gene306",0.0255809105213624,0.0501586480811028,-179.56855985237,-185.956064914894,7,2,1274.71383473281,0,0,FALSE
"gene307",0.538350423808928,0.606592026826961,-132.473669846986,-134.512287603251,7,2,201.292910875595,0,0,FALSE
"gene308",0.00144486766822212,0.004013521300617,-171.015693891805,-180.847597949082,7,2,1124.13551777466,0,0,FALSE
"gene309",0.0306540901049972,0.0586681150334875,-112.904253599658,-119.064357487982,7,2,94.6875905508099,0,0,FALSE
"gene310",2.48581988591896e-06,1.24290994295948e-05,-134.477040673917,-151.430045052779,7,2,231.92912340953,0,0,FALSE
"gene311",0.470659382809173,0.54411489342101,-128.827323871418,-131.111995931476,7,2,157.381378046452,0,0,FALSE
"gene312",0.313214041592275,0.402215493664414,-121.564736842682,-124.529110212332,7,2,131.831101128796,0,0,FALSE
"gene313",0.0775680534194561,0.132594963110181,-155.062176151034,-160.021592026584,7,2,561.295693096188,0,0,FALSE
"gene314",0.432776575909399,0.509148912834587,-166.270266139874,-168.701970433062,7,2,707.661594062433,0,0,FALSE
"gene315",0.000305875321891821,0.000971032767910543,-135.91070767617,-147.522620193602,7,2,196.117517462058,0,0,FALSE
"gene316",0.0137962701281779,0.0290447792172166,-157.262353052589,-164.413746145709,7,2,582.576939194057,0,0,FALSE
"gene317",0.00181876979373903,0.00494903345235111,-117.721148440976,-127.285559482645,7,2,110.298079594991,0,0,FALSE
"gene318",0.892294024631359,0.919890747042638,-147.96011535974,-148.796573499493,7,2,369.75897693571,0,0,FALSE
"gene319",0.407734787527243,0.492730861060113,-163.219231520183,-165.752829191786,7,2,964.824450441705,0,0,FALSE
"gene320",0.537113167883231,0.606592026826961,-150.626062946752,-152.669022825446,7,2,507.465847953892,0,0,FALSE
"gene321",0.000380765102056043,0.00117158492940321,-150.256528876688,-161.619641880926,7,2,460.184005508766,0,0,FALSE
"gene322",0.00350842032785226,0.00877105081963065,-150.537775036163,-159.332187090613,7,2,456.097317322833,0,0,FALSE
"gene323",0.418252227970029,0.499405645337348,-159.298350597066,-161.788651228365,7,2,586.033456994549,0,0,FALSE
"gene324",0.306577037478872,0.39944890876726,-170.905642314953,-173.903802960085,7,2,1074.99023507248,0,0,FALSE
"gene325",0.335580027865584,0.426133368718202,-164.169891482333,-167.024352491141,7,2,952.469344791,0,0,FALSE
"gene326",0.167730234315074,0.249412987829106,-168.258925311987,-172.157882789482,7,2,1144.02355109839,0,0,FALSE
"gene327",0.00306726298129773,0.00786075401144626,-176.059734829908,-185.012461078303,7,2,1293.96133680973,0,0,FALSE
"gene328",0.00487515711328041,0.0117473665380251,-177.468412580218,-185.873275707024,7,2,1557.5400232969,0,0,FALSE
"gene329",0.349414653395481,0.436768316744351,-146.576882093598,-149.366132919076,7,2,369.428137654283,0,0,FALSE
"gene330",0.0721700559481567,0.124969793849622,-149.460086414602,-154.515227937681,7,2,574.108726466226,0,0,FALSE
"gene331",0.00856530653440538,0.0190340145209008,-178.211158088226,-185.941460419337,7,2,1395.33306415891,0,0,FALSE
"gene332",0.738530312591744,0.791989611358438,-137.447307906906,-138.822082466299,7,2,248.649272498256,0,0,FALSE
"gene333",0.0316439806196648,0.0597056238106884,-137.548455355833,-143.668423141486,7,2,344.003044093902,0,0,FALSE
"gene334",0.300822090960874,0.393231491452122,-175.79136587075,-178.819292220005,7,2,1026.28983518846,0,0,FALSE
"gene335",3.05049243838759e-07,1.74313853622148e-06,-111.802115510324,-131.031858098962,7,2,108.98191519611,0,0,FALSE
"gene336",0.0144731381550369,0.0298651893580198,-132.040151639074,-139.132894609765,7,2,288.639389984481,0,0,FALSE
"gene337",0.0144846168386396,0.0298651893580198,-154.595173391911,-161.686944780023,7,2,543.44046949667,0,0,FALSE
"gene338",0.846313711245004,0.877009027196895,-120.149892464283,-121.16009770268,7,2,140.318331701429,0,0,FALSE
"gene339",0.129446039615434,0.202856447413549,-176.280210210835,-180.544118886656,7,2,985.755634713822,0,0,FALSE
"gene340",0.0933260701250114,0.15619425962345,-174.052510614872,-178.764151179694,7,2,1121.15444884346,0,0,FALSE
"gene341",0.768103068739008,0.817130924190434,-169.309563744879,-170.58735132066,7,2,970.878877557374,0,0,FALSE
"gene342",0.163700032385687,0.244328406545802,-130.627557927614,-134.561226949738,7,2,206.719229890403,0,0,FALSE
"gene343",2.66805254530979e-07,1.56944267371164e-06,-142.373789287398,-161.748159128718,7,2,321.182717307522,0,0,FALSE
"gene344",0.00714185560800408,0.0163242413897236,-146.033994682601,-153.982918676283,7,2,404.86772079667,0,0,FALSE
"gene345",0.228734427864374,0.310148376765253,-162.425948163613,-165.872356959565,7,2,846.466770326929,0,0,FALSE
"gene346",0.0760091618813416,0.130487831555951,-137.428785300573,-142.415193392305,7,2,224.374287332028,0,0,FALSE
"gene347",0.0388836654651408,0.0716749593827481,-143.604121641722,-149.462441657816,7,2,388.570553884186,0,0,FALSE
"gene348",0.00327154961680752,0.00823031350140258,-136.620305290112,-145.497125323365,7,2,232.410177702154,0,0,FALSE
"gene349",0.171407650409691,0.252872336502445,-153.273585818714,-157.141504470168,7,2,539.721618785461,0,0,FALSE
"gene350",0.311212073374768,0.40181858561141,-171.004689672594,-173.979194983715,7,2,892.153769731632,0,0,FALSE
"gene351",3.52928837273426e-05,0.000135741860489779,-160.914617579869,-174.948886783492,7,2,827.03502384134,0,0,FALSE
"gene352",0.45324254512828,0.525747057613707,-112.979892982736,-115.331190477765,7,2,77.1835845020943,0,0,FALSE
"gene353",0.803450407166925,0.843517487839292,-152.185523640891,-153.345097933534,7,2,540.314593950621,0,0,FALSE
"gene354",4.13009113269167e-08,2.89830956680117e-07,-154.137934230327,-175.518671600762,7,2,636.256153485691,0,0,FALSE
"gene355",7.99800531188743e-07,4.38246866404791e-06,-183.451384732213,-201.637920351803,7,2,1987.8540202215,0,0,FALSE
"gene356",2.64198766506518e-07,1.56944267371164e-06,-146.869972887369,-166.254939012453,7,2,430.434850424067,0,0,FALSE
"gene357",6.28533853263312e-25,1.79581100932375e-23,-144.158838465292,-205.806958779258,7,2,439.767614326068,0,0,FALSE
"gene358",0.157128405656717,0.237753421136893,-113.955633597836,-117.947554345936,7,2,95.017099301641,0,0,FALSE
"gene359",0.00544344307672597,0.0129801464659341,-173.022985585728,-181.296628383604,7,2,1209.57191728269,0,0,FALSE
"gene360",0.0114629302012527,0.0247847139486546,-153.741778751151,-161.119192997426,7,2,456.383887987155,0,0,FALSE
"gene361",0.0914537449427275,0.153703773012987,-125.004633894345,-129.743598218559,7,2,161.041706613682,0,0,FALSE
"gene362",0.00046420030485081,0.00137540831066907,-151.108724092598,-162.246157922039,7,2,545.910909337585,0,0,FALSE
"gene363",0.0278031034701097,0.0534675066732879,-156.233134473577,-162.516159397787,7,2,686.287085118316,0,0,FALSE
"gene364",0.0112095853181114,0.0243686637350247,-135.119770416751,-142.524358839353,7,2,203.734300934375,0,0,FALSE
"gene365",0.478044174097352,0.549476062180865,-157.616420118605,-159.873301380414,7,2,532.2670620806,0,0,FALSE
"gene366",1.78707769653441e-12,2.23384712066801e-11,-149.667443611562,-181.678819217385,7,2,449.135330974997,0,0,FALSE
"gene367",0.0477501798033744,0.08603636000608,-99.76676910532,-105.361502080799,7,2,44.6260045993192,0,0,FALSE
"gene368",0.00318625105787106,0.00806645837435712,-173.495221479,-182.40315505839,7,2,1112.34410589497,0,0,FALSE
"gene369",0.227263993807194,0.309332131363508,-158.380274550249,-161.836298747261,7,2,622.976773127305,0,0,FALSE
"gene370",0.110930230373462,0.182601202260843,-146.890400533029,-151.36718870148,7,2,440.757090182671,0,0,FALSE
"gene371",0.0856580505006109,0.14457054936812,-140.33739840386,-145.164335887268,7,2,376.58822321635,0,0,FALSE
"gene372",6.03007516156012e-10,4.92251033596745e-09,-168.858464315723,-194.740577311617,7,2,1198.17279568426,0,0,FALSE
"gene373",3.2318229913191e-23,8.07955747829774e-22,-144.635086172222,-202.243233204523,7,2,520.24761721167,0,0,FALSE
"gene374",5.69744746639312e-05,0.000209080640968555,-143.974180645998,-157.475510370737,7,2,350.855504435607,0,0,FALSE
"gene375",0.601524814778129,0.670734104391708,-127.740753862029,-129.563403768715,7,2,194.344379676925,0,0,FALSE
"gene376",0.00174797752204231,0.00478897951244469,-141.534207758812,-151.144840235195,7,2,281.353370569548,0,0,FALSE
"gene377",0.0495818291529754,0.0889360164178931,-135.287685024948,-140.833796404592,7,2,258.785419565247,0,0,FALSE
"gene378",2.69065109592672e-05,0.000104491304696183,-183.71792503741,-198.053177877248,7,2,1715.11857363041,0,0,FALSE
"gene379",0.0753174843843519,0.129857731697158,-123.093570370728,-128.092119906862,7,2,174.845227062878,0,0,FALSE
"gene380",0.981046377542106,0.981046377542106,-161.43958342723,-161.806620694975,7,2,585.78235650432,0,0,FALSE
"gene381",0.130335267463205,0.202856447413549,-143.835490647737,-148.089884734606,7,2,340.129135116634,0,0,FALSE
"gene382",2.40897944809355e-11,2.29536311898874e-10,-133.984596159055,-163.265317627195,7,2,299.112791495161,0,0,FALSE
"gene383",0.201098805007995,0.282243936853327,-154.381777691789,-158.018400867773,7,2,654.075570363712,0,0,FALSE
"gene384",6.75039767832097e-07,3.75022093240054e-06,-152.887972340588,-171.258387126845,7,2,598.885884933481,0,0,FALSE
"gene385",0.0260621101144599,0.0506060390572037,-147.509925647598,-153.874088602154,7,2,346.688299638328,0,0,FALSE
"gene386",0.00286755480262006,0.00749687530096747,-125.570628937954,-134.602506143411,7,2,172.22215014188,0,0,FALSE
"gene387",0.825425700298658,0.857585143167437,-171.257323630306,-172.341389114089,7,2,868.293922224054,0,0,FALSE
"gene388",0.920220610348662,0.93518071250189,-161.800677314142,-162.519190200527,7,2,786.331527846181,0,0,FALSE
"gene389",0.00302530033623661,0.007807226674159,-130.321133848798,-139.290063708312,7,2,198.89832376515,0,0,FALSE
"gene390",0.134228745809239,0.208098068732109,-176.453733608756,-180.667143827062,7,2,1152.72881084917,0,0,FALSE
"gene391",0.901840017448354,0.927341920255377,-129.404689381426,-130.202244547602,7,2,156.636147200599,0,0,FALSE
"gene392",0.00430223579804088,0.010557633860223,-131.447811516987,-140.001047086247,7,2,220.060172809915,0,0,FALSE
"gene393",0.121138791331766,0.194600468002838,-176.241709810019,-180.597470206066,7,2,1415.57574597824,0,0,FALSE
"gene394",0.173491020339505,0.253499723827139,-162.088121926827,-165.938714542221,7,2,673.656411165023,0,0,FALSE
"gene395",0.953370602376943,0.960574914233696,-119.188271867154,-119.74239815256,7,2,154.043658131098,0,0,FALSE
"gene396",0.1886637352442,0.267608135098157,-155.549227395114,-159.278850462891,7,2,421.465569689549,0,0,FALSE
"gene397",1.64831275226614e-49,2.40099269696347e-47,-132.372449837651,-251.598774210312,7,2,321.588538131256,0,0,FALSE
"gene398",0.0604334587384284,0.106490676191063,-146.601926724132,-151.890626503813,7,2,457.614305480573,0,0,FALSE
"gene399",0.748462484572883,0.800494635906826,-144.121757920835,-145.464091583962,7,2,390.739874841222,0,0,FALSE
"gene400",0.0536489892258912,0.0953759808460288,-127.30162031189,-132.745557478196,7,2,226.634682215193,0,0,FALSE
